Staff Name,Research Activity,Stream,Preferred Probability
Bill O'Reilly,ranting about liberals,CS+DS,0.3144605209241071
O.J. Simpson,shilling for rental car companies,CS+DS,0.37436381977307404
Jerry Lee Lewis,playing rock piano,CS+DS,0.18468567680064196
Johann Sebastian Bach,playing the organ,CS,0.36943826882803876
Leo Tolstoy,writing Russian novels,CS,0.3917750240392719
Oscar Wilde,coining epigrams,CS,0.23677921951614284
Croesus,running an empire,CS+DS,0.02726823405297023
Leon Trotsky,spreading revolution,CS+DS,0.2809052693271719
George Smiley,rooting out spies,DS,0.35868550429113877
Bono,preaching to presidents,CS+DS,0.3293568766871371
Carl Bernstein,reporting the news,CS,0.36982296996414543
Borat,making documentaries,DS,0.2721013371957374
Sarah Silverman,insulting minorities,CS,0.2898585132928932
Samuel Johnson,defining words,CS+DS,0.39478280693685874
Janet Jackson,singing pop songs,CS,0.1331063483177742
Tiny Tim Cratchit,saying grace,DS,0.23904246073335722
Bjork,singing pop songs,CS+DS,0.18848634285152036
Marco Pierre White,cooking dinners,CS,0.33807222967115086
Adrian Monk,solving mysteries,DS,0.3977770171192726
Henry Miller,writing erotic fiction,CS,0.39536947774740794
Dean Martin,singing middle-of-the-road songs,CS,0.39828668275876283
Groot,guarding the galaxy,DS,0.299322057657441
Jack Nicholson,starring in romantic comedies,CS,0.14865460886278634
Dirty Harry Callahan,tracking down criminals,DS,0.39803186222888576
George Smiley,rooting out moles,DS,0.3526531696510123
Gianni Versace,designing clothes,CS+DS,0.3819383422829403
Rachel Green,getting a nose job,DS,0.258809611479863
Dexter Morgan,analyzing murder scenes,DS,0.37925834901170996
Jimmy Cagney,starring in Hollywood movies,CS+DS,0.3964055554524377
Michael Phelps,winning gold medals,CS,0.23438500250689126
Johnny Carson,hosting a late night chat show,CS+DS,0.19286285238058856
Patch Adams,treating the sick with jokes,CS+DS,0.15824632462093072
Francis Bacon,painting dark pictures,CS,0.2846747484747702
Lisa Simpson,playing the saxophone,DS,0.21194388522743346
Napoleon Bonaparte,running an empire,CS,0.22811692565331518
Napoleon Solo,foiling the schemes of evil villains,DS,0.39148533743960434
Wilbur Wright,promoting new technologies,CS,0.1410427198491784
Ron Weasley,studying magic,DS,0.3436275571526437
Serena Williams,winning tennis tournaments,CS,0.3806313973248776
Wolfgang Amadeus Mozart,playing the piano,CS,0.24379161754206088
Inspector Gadget,solving mysteries,DS,0.28702125533701367
Charles Atlas,bodybuilding,CS+DS,0.30932918095667317
Adrian Monk,obsessively washing hands,DS,0.11235399790985025
Sir Lancelot,fighting with swords,DS,0.22405730369550578
Obi-wan Kenobi,promoting mysticism,DS,0.3242966260435795
Daniel Craig,starring in indy movies,CS+DS,0.3915906166495483
Lt. George Colthurst St Barleigh,providing comic relief,DS,0.39229897735440167
Juliet Capulet,watching the sun rise,DS,0.22653707484363422
Thomas Pynchon,writing modern fiction,CS+DS,0.18775165027686652
Dr. John Watson,writing up case notes,DS,0.38351345559376127
Benny Hill,chasing old women,CS+DS,0.30794161169798256
George McFly,spying on girls,DS,0.15471464483809316
Timothy McGee,solving mysteries,DS,0.11526214408307081
Marcel Duchamp,challenging artistic norms,CS+DS,0.3789523076812908
Michael Corleone,running an empire,DS,0.39879950679596743
Hermione Granger,concocting magic potions,DS,0.3988379555810436
The Artful Dodger,picking pockets,DS,0.06566447777089003
Robin Williams,making madcap comedies,CS+DS,0.1626088647153659
Perry Mason,solving mysteries,DS,0.2501843851955568
Tiny Tim Cratchit,offering blessings,DS,0.339395161815617
Wolfgang Amadeus Mozart,composing classical music,CS,0.3611837461631777
Simon Pegg,promoting nerd culture,CS+DS,0.13162488421744586
John Maynard Keynes,studying economics,CS+DS,0.3882765365279621
Sarah Palin,ranting about liberals,CS,0.30352792043932303
Woody Guthrie,campaigning for social causes,CS+DS,0.19579461351934904
Spongebob Squarepants,frying crabby patties,DS,0.34554348895566533
Kenneth Parcell ,promoting conservative values,DS,0.10718956481426636
Larry Page,performing Web searches,CS,0.38361815199958293
Pete Sampras,winning tennis matches,CS,0.37890149188170313
Tony Stark,running a software company,DS,0.3587796194802104
Daniel Day-Lewis,performing serious acting,CS+DS,0.3120531411821369
Sergey Brin,building a search engine,CS+DS,0.3975111325310015
Walt Whitman,writing modern poetry,CS,0.07107307636444804
Biff Tannen,giving noogies,DS,0.36173323526942286
Lord Byron,scandalizing polite society,CS+DS,0.3928609952519408
Antonio Salieri,composing classical music,CS,0.3454019386983367
Lucifer,burning the wicked,DS,0.36233613953642746
General Zod,striving for world domination,DS,0.37208798014135425
Luciano Pavarotti,singing opera arias,CS+DS,0.11960732327329646
Julia Child,writing cook books,CS,0.3902672764141689
RuPaul,cross-dressing in women's clothes,CS,0.29169391877231826
Lady Gaga,writing pop songs,CS,0.06892421986905845
Groundskeeper Willie MacDougal,burying dead hamsters,DS,0.07001269105271338
Thomas Jefferson,fighting for democracy,CS,0.3866883802157898
Michael Phelps,winning swimming competitions,CS,0.36985396856373093
Ali G,posing as a street thug,DS,0.39857276285363624
Pontius Pilate,avoiding responsibility,CS+DS,0.0648352651897548
Justin Bieber,entertaining teenagers,CS,0.29198789499957356
Joseph McCarthy,fighting for democracy,CS+DS,0.22318235699941516
Borat,interviewing politicians,DS,0.34870187026075017
Don King,promoting boxing fights,CS+DS,0.3096792336411209
Eliot Ness,fighting with the mob,CS,0.35270377668181074
Johann von Goethe,writing poetry,CS+DS,0.246791893160118
Neil Armstrong,collecting rock samples,CS,0.12089647773527137
Patch Adams,making sick people laugh,CS+DS,0.3979739173736448
Dean Martin,crooning love songs,CS,0.19130567511433585
Barney Rubble,eating dinosaur ribs,DS,0.2791897397451412
Federico Fellini,making new wave movies,CS+DS,0.3912319097791159
Bear Grylls,licking frogs,CS,0.24296332416765834
Eric Clapton,writing blues songs,CS+DS,0.26735054968854155
Cameron Diaz,starring in romantic comedies,CS+DS,0.17371128149919673
Tracy Jordan,starring in Hollywood movies,DS,0.3470566234400508
Emperor Caligula,terrorizing citizens,CS+DS,0.22639439253939778
Lars von Trier,making new wave movies,CS,0.2802902988972518
Biff Tannen,mangling idioms,DS,0.3656175733956113
Fredo Corleone,disappointing the family,DS,0.39665978367560745
Mel Gibson,directing action movies,CS,0.01226945237455029
Philip Marlowe,solving mysteries,DS,0.3430898685704744
Steve Guttenberg,making dumb comedies,CS+DS,0.12462315934778964
Kim Kardashian,starring in reality TV shows,CS,0.03799728319663847
Raymond Chandler,writing detective fiction,CS,0.38895620988444785
Lou Reed,playing rock guitar,CS+DS,0.34389196941551714
Merlin,studying magic tricks,DS,0.29909977530653487
Lord Byron,seducing women,CS+DS,0.3218370246892475
Linus Torvalds,developing operating systems,CS,0.19564751215629997
Beetlejuice,practicing the Occult,DS,0.3861515348216089
Nelson Mandela,fighting for democracy,CS,0.36811096190891834
Giacomo Casanova,chasing after women,CS+DS,0.35335895245447857
Wesley Crusher,studying science,DS,0.31655975194221797
Clint Eastwood,starring in action movies,CS+DS,0.37057786615777144
Fred Astaire,starring in Hollywood movies,CS,0.07473975231356773
Tess Durbeyfield,climbing social ladders,DS,0.3301574352233642
Kevin Smith,podcasting about movies,CS,0.355957517908277
Waylon Smithers,currying favour,DS,0.3567801762037442
Jimi Hendrix,singing rock songs,CS,0.3967358180231208
Jabba the Hutt,running a crime family,DS,0.26820700821296817
Gore Vidal,coining sparkling witticisms,CS,0.04590683993199686
Buffy Summers,hunting monsters,DS,0.3143297364403059
Mark Fuhrman,lying on the stand,CS,0.34908362489893424
Severus Snape,teaching the next generation,DS,0.325404997423034
Michelangelo,painting church ceilings,CS,0.3958738150269925
Walter White,cooking chrystal meth,DS,0.22365598541448864
Phoebe Buffay,singing goofy songs,DS,0.32198889794365537
Harvey Weinstein,making movies,CS+DS,0.33503757029269676
J.R.R. Tolkein,making fantasy movies,CS,0.19649337355182553
Leni Riefenstahl,promoting totalitarianism,CS+DS,0.17585351831828339
Billy Crystal,doing stand-up,CS+DS,0.12736945332823316
Lucille Ball,starring in sit-coms,CS,0.20184126117556073
Erik "Magneto" Lehnsherr,building an army,DS,0.39866726965440635
Stan Lee,inventing superheroes,CS,0.18121868145851647
Liza Minnelli,singing torch songs,CS,0.3820806756237402
Morty Smith,standing up to bullies,DS,0.3367669449526218
Michelle Obama,promoting feminism,CS+DS,0.2638853583981743
Stan Lee,writing comic books,CS,0.12435759514144006
Sydney Bristow,spying for the CIA,DS,0.24411315829510843
Niles Crane,nurturing sibling rivalry,DS,0.2597525257885633
R2D2,fighting for the rebel alliance,DS,0.2959445859324369
Dominique Strauss-Kahn,throwing sex parties,CS+DS,0.3936420526871587
Garry Kasparov,playing aggressive chess,CS,0.3613954938461974
Aung San Suu Kyi,campaigning for democracy,CS,0.09821936878461063
Grace Hopper,pioneering new technologies,CS+DS,0.1813215680265487
Adrian Monk,finding clues,DS,0.3890661878659056
Alfred Hitchcock,making suspense movies,CS+DS,0.08032196913808444
Jim Jones,organizing mass suicides,CS+DS,0.3951274644628629
Romeo Montague,fighting in duels,DS,0.38853949591133746
Jeremy Paxman,posing pointed questions,CS,0.20552433300436054
Gwyneth Paltrow,raising new-age children,CS,0.3536913721119074
Carl Bernstein,following the money,CS,0.06046437579965179
Edmund Blackadder,climbing social ladders,DS,0.324593771802385
Sean Penn,promoting social causes,CS+DS,0.37885218337113524
Sinead O'Connor,singing pop songs,CS,0.3850811089103208
Bill Murray,starring in indy movies,CS+DS,0.0033445353202123033
Deep Throat,talking in riddles,CS+DS,0.281940856389507
Commander Data,promoting science,DS,0.3195806301484166
Inspector Jacques Clouseau,solving mysteries,DS,0.39791639075570423
Buffy Summers,hunting demons,DS,0.29438020411358257
Jeff Koons,selling kitsch,CS,0.02974449600673186
Antonio Salieri,burning with envy,CS,0.3760636777460584
Oscar Wilde,coining sparkling witticisms,CS,0.3988770978964262
David Byrne,writing pop songs,CS+DS,0.28095442606977516
Michael Jordan,playing basketball,CS+DS,0.2908232864317326
Mahatma Gandhi,promoting racial harmony,CS+DS,0.25845209644803185
Niccolò Machiavelli,developing cunning plans,CS+DS,0.33683524706729817
Oedipus Rex,solving riddles,DS,0.30673962186601894
Pythagoras,studying mathematics,CS+DS,0.22409412629449046
Eminem,writing rap songs,CS,0.04778935902199709
John Wayne,starring in war movies,CS,0.38106144206589215
Jeremy Clarkson,test-driving cars,CS+DS,0.25519457198445383
Tom Wolfe,writing serialized stories,CS,0.3558775149659622
Anne Boleyn,seducing kings,CS,0.35402783162267537
Thanos,devising evil schemes,DS,0.15678999179733868
Pope Francis,promoting Catholic values,CS,0.33943391347432195
Jane Goodall,living amongst apes,CS,0.2707875706965961
Rain Man,counting cards,DS,0.010057626787271241
Edmund Blackadder,wielding political power,DS,0.08073215070951956
Don Quixote,going on romantic quests,DS,0.38601744280403955
Christopher Hitchens,ranting about politics,CS,0.38588714344669645
Ted Cruz,promoting conservative values,CS+DS,0.25761248156534006
Sean Hannity,promoting conservative values,CS+DS,0.1342723905489251
Ronald Reagan,promoting conservative values,CS,0.15813053308868308
Inspector Jacques Clouseau,solving crimes,DS,0.398819729374297
Snake Plissken,organizing prison breaks,DS,0.05876149522120381
Ozzy Osbourne,singing rock songs,CS+DS,0.35571121128453986
Arthur Dent,making sandwiches,DS,0.2105991697290543
Captain Ahab,chasing a great white whale,DS,0.3249786691352106
Sheldon Cooper,studying science,DS,0.28910940741574165
Forrest Gump,eating a box of chocolates,DS,0.39893731950848826
Sigmund Freud,probing the mind,CS+DS,0.36454006079054335
Liza Minnelli,over-acting,CS,0.19634099774817582
Elon Musk,pioneering new technologies,CS+DS,0.3680066208206691
Charlie Chaplin,struggling with modern times,CS,0.3130496962049069
Jack Sparrow,commanding a pirate ship,DS,0.1355817361816232
Joseph Goebbels,promoting totalitarianism,CS,0.22825230564815369
Dante Alighieri,writing poetry,CS+DS,0.3922786085284381
Amy Winehouse,singing jazz songs,CS,0.2098627101084673
Buzz Aldrin,staring at the moon,CS,0.3303489759790039
Jay Leno,hosting a late night chat show,CS,0.21577262712870662
Ophelia,singing bawdy songs,DS,0.39315438840009426
Spartacus,instigating rebellion,DS,0.13285096278336261
Edith Piaf,singing melancholy songs,CS,0.26243552994325137
Ernst Stavro Blofeld,running a clandestine spy organization,DS,0.18868948730675086
Joan of Arc,leading armies into battle,CS,0.374003459404333
Kal El,reporting the news,DS,0.08354405109176934
Alfred Nobel,promoting pacifism,CS+DS,0.3025178610853911
O.J. Simpson,making threatening phone calls,CS+DS,0.3966515872757743
Don Quixote,tilting at windmills,DS,0.38538861417107423
Bob Woodward,reporting the news,CS+DS,0.3989376883280326
Mike Tyson,winning heavyweight titles,CS,0.16507897673564423
Salman Rushdie,writing modern fiction,CS+DS,0.16975877356675584
Lex Luthor,striving for world domination,DS,0.27385355747218126
Francis Crick,studying genetics,CS+DS,0.3905395873548788
Hedda Hopper,spreading political gossip,CS+DS,0.3938106681691156
Barry White,singing romantic songs,CS+DS,0.14806735405581475
Inspector Jacques Clouseau,interpreting evidence,DS,0.109435734592602
Matt "Daredevil" Murdock,solving crimes,DS,0.3774804603193716
Thanos,striving for world domination,DS,0.09596363125669907
Jane Austen,writing romantic fiction,CS+DS,0.17313575744766438
Zsa Zsa Gabor,divorcing husbands,CS,0.21827522048752
Wyatt Earp,arresting criminals,CS,0.2820211443083783
Eleanor Rigby,performing household chores,CS+DS,0.30316459919036054
Ralph Nader,campaigning for consumer rights,CS+DS,0.13909209980244863
Orson Welles,starring in Hollywood movies,CS,0.39368187338952854
Jerry Lewis,starring in comedies,CS,0.37276163406895196
Henry Ford,making cars,CS+DS,0.38492411953789996
Emma Bovary,planning adultery,DS,0.37747113945229993
Sean Penn,starring in Hollywood movies,CS+DS,0.18212366703951535
Lois Lane,reporting for The Daily Planet,DS,0.3526061060986728
Gordon Ramsay,cursing at kitchen staff,CS,0.3844009587018343
Barney Rubble,pedalling engine-less cars,DS,0.3587058171988024
Wile E. Coyote,testing new technologies,DS,0.3145111916992396
Lady Gaga,singing pop songs,CS,0.12772638625228147
John McCain,making maverick choices,CS,0.3975355625979436
Michael Myers,killing teenagers,DS,0.3211933514599734
Sarah Silverman,doing stand-up,CS,0.24203843933714114
Jeff Koons,making kitsch,CS,0.39803770741415495
Hedda Gabler,frowning at errant husbands,DS,0.39585954232449255
Thomas Jefferson,wielding political power,CS,0.3260750821387748
Trinity,hacking into corporate mainframes,DS,0.3666447263461995
C-3PO,eluding imperial storm-troopers,DS,0.3455366677885509
Red Sonja,foiling the schemes of evil villains,DS,0.058004006590988456
Jamie Oliver,cooking dinners,CS+DS,0.26070735692230856
Eric Cartman,executing morally appalling plans,DS,0.2919198461357954
Helen of Troy,preparing for war,DS,0.2700034875896038
Marlene Dietrich,starring in Hollywood movies,CS,0.3971951876549227
Daenerys Targaryen,running a kingdom,DS,0.38546428395393073
Ernest Hemingway,writing about manly pursuits,CS,0.07416324755225781
Thomas Jefferson,campaigning for democracy,CS,0.05232374201087347
Adolf Hitler,creating an axis of evil,CS+DS,0.2530203421400484
Leni Riefenstahl,making propagandistic movies,CS+DS,0.14793885191944878
David Letterman,hosting a late night chat show,CS+DS,0.036768412256278755
David Blaine,performing magic tricks,CS,0.36158938645657507
Monica Lewinsky,conducting illicit affairs,CS,0.2828305637085999
James Dean,racing fast cars,CS,0.294849184336844
Tomás de Torquemada,extracting confessions,CS,0.35677882835721453
Gregor Mendel,tending the garden,CS+DS,0.19575815761042065
Erik "Magneto" Lehnsherr,preparing for war,DS,0.38862223564824294
Lord Voldemort,striving for world domination,DS,0.2758214637869462
Brian Wilson,waxing a surfboard,CS+DS,0.35640070829677517
Emmanuel Macron,giving speeches,CS+DS,0.39657176853611054
Rainier Luftwaffe Wolfcastle,starring in action movies,DS,0.29059892541634547
Allan Quatermain,exploring darkest Africa,DS,0.33974639163647824
Sonny Crockett,tracking down criminals,DS,0.3302536175451349
John McEnroe,winning tennis tournaments,CS+DS,0.1318690660729522
