First Name,Last Name,ID,Stream,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10
Teresa,Teng,50122699,DS,punishing criminals,incurring debts,studying magic tricks,handing out flowers,practicing the Occult,playing rock guitar,keeping accounts,reporting for The Daily Planet,falling gracefully,studying icons
Richard,Skelton,69334809,CS,causing political scandals,writing rock songs,enriching uranium,popping Viagra,writing about manly pursuits,throwing Bunga Bunga parties,making dumb comedies,throwing fund-raisers for Parkinson's disease,reporting the news,playing drums
A.J.,Foyt,35370787,CS,promoting conservative values,whining at umpires,testing scientific theories,talking up the economy,hiding from the public,hitting home runs,writing rock songs,singing pop songs,escaping from water tanks,playing everyman characters
Wayne,Newton,41606979,DS,inventing electrical marvels,hunting serial killers,promoting the Dark Side,appreciating vintage collectibles,studying science,fighting with swords,creating monsters,playing rock guitar,appearing in infomercials,running a clandestine spy organization
Earvin,Johnson,40972622,CS,stabbing in the back,coining sparkling witticisms,winning battles,starring in Hollywood movies,writing pop songs,promoting racial harmony,running a business empire,fighting for civil rights,writing rap songs,appeasing belligerent dictators
Kevin,Spacey,22758938,CS,enriching uranium,playing everyman characters,fighting for democracy,over-acting,starring in Hollywood movies,writing plays,planning tank battles,starring in Hollywood movies,pushing anti-trust legislation,currying favour
Don,Francisco,14181786,CS,bridging cultures,getting plastic surgery,singing middle-of-the-road songs,pioneering new technologies,pioneering new technologies,pedalling furiously,campaigning for the presidency,playing jazz saxophone,making dumb comedies,running a business empire
Alice,Faye,63101063,CS,peacocking in fancy clothes,opening a new front,winning battles,singing pop songs,playing jazz saxophone,starring in Hollywood movies,winning boxing matches,singing pop songs,ruling over subjects,directing movies
Mike,Schmidt,75408699,DS,laughing at God,running a hotel,fighting in gladiator arenas,running an empire,creating monsters,swinging on a perch,solving mysteries,performing magic tricks,handing out flowers,fighting for the rebel alliance
Mike,Connors,30148235,DS,postulating bizarre theories,making patronising comments,causing mayhem,carrying secret plans,standing up to bullies,smoking cigars,providing comic relief,winning heavyweight titles,fighting with swords,studying magic tricks
Rick,Wright,77464531,DS,playing God,plotting against family members,treating diseases,solving crimes,squabbling on television,standing up to bullies,interviewing politicians,foiling the schemes of evil villains,laughing at God,teaching magic
Ellen,Degenerous,31985319,CS,pushing anti-trust legislation,going slowly mad,ruling over subjects,starring in Hollywood movies,giving speeches,abusing power,singing pop songs,having meltdowns in public,interviewing politicians,directing movies
Jimmy,Stewart,11084792,CS,promoting liberalism,pioneering new technologies,seducing emperors,promoting charity,opening a new front,singing pop songs,leaking state secrets,giving speeches,fighting with swords,popping Viagra
Robby,Krieger,79546337,CS,singing melancholy songs,playing drums,currying favour,moaning about men,making dumb comedies,selling illegal alcohol,bridging cultures,fighting with swords,hiding from the public,starring in romantic comedies
Spencer,Pratt,68049746,CS,singing opera arias,robbing banks,developing military strategies,starring in action movies,campaigning for social causes,running an empire,leaking state secrets,making action movies,winning boxing matches,interpreting evidence
Foxy,Brown,15729580,DS,following clues,providing comic relief,foiling the schemes of evil villains,handing out flowers,solving mysteries,studying magic tricks,treating diseases,running a criminal enterprise,appreciating vintage collectibles,spying on girls
William,Cody,39898941,DS,making action movies,piloting the Millenium Falcon,squabbling on television,foiling the schemes of evil villains,promoting the Dark Side,running an empire,chasing flappers,promoting mysticism,waiting for a hero,handing out flowers
Phill,Lewis,99272842,CS,interviewing politicians,playing ice hockey,fomenting social revolution,singing Hipbop songs,starring in Hollywood movies,writing mystery stories,selling illegal alcohol,running a new-age website,talking up the economy,building giant walls
Eddie,Van-Halen,95609046,DS,treating diseases,fighting in gladiator arenas,singing parody songs,ranting about conservatives,foiling the schemes of evil villains,hosting anodyne game shows,foiling the schemes of evil villains,providing comic relief,starting thunderstorms,developing new technologies
Cedric,Entertainer,48770432,CS,singing the blues,singing Hipbop songs,giving speeches,painting colorful pictures,writing about manly pursuits,ruling over subjects,over-acting,starring in Hollywood movies,throwing fund-raisers for Parkinson's disease,fighting with swords
Frances,Langford,17639008,CS,selling consumer goods,telling zany jokes,winning boxing matches,testing scientific theories,assassinating presidents,robbing banks,playing the violin,selling cosmetics,writing novels,teaching philosophy to future leaders
Kenny,Chesney,40900352,CS,starring in pornographic movies,robbing banks,singing rock songs,peacocking in fancy clothes,winning battles,plotting strategies,stabbing in the back,telling zany jokes,teaching philosophy to future leaders,promoting racial harmony
Usain,Bolt,65547928,DS,looking for hidden treasures,running a criminal enterprise,promoting the Dark Side,appearing in infomercials,cooking the books,hunting demons,promoting liberal values,hosting anodyne game shows,foiling the schemes of evil villains,following clues
Ray,Bolger,14837649,DS,performing magic tricks,impersonating women,fighting for justice,promoting capitalism,being a good neighbor,promoting mysticism,disappointing suitors,handing out flowers,commanding a spaceship,rescuing damsels in distress
Corbin,Bernsen,17863780,CS,making fantasy movies,building giant walls,hiding from the public,burning with envy,changing privacy settings,playing aggressive chess,playing classical piano,hunting raccoons,having meltdowns in public,singing melancholy songs
David,Beckham,39417134,CS,making dumb comedies,starring in musical comedies,campaigning for the presidency,leaking state secrets,pushing anti-trust legislation,singing rock songs,starring in Hollywood movies,fomenting social revolution,directing movies,pedalling furiously
Matthew,McConaughey,53420631,CS,chasing starlets,pioneering new technologies,throwing fund-raisers for Parkinson's disease,singing rock songs,driving fast cars,moaning about men,singing pop songs,campaigning for the presidency,giving speeches,pedalling furiously
Roland,Macy,88689715,CS,opening a new front,running for the presidency,testing scientific theories,writing pop songs,making madcap comedies,writing blues songs,running a business empire,selling illegal alcohol,writing blues songs,playing ice hockey
Robert,Chapin,67219837,CS,appeasing belligerent dictators,writing pop songs,playing the banjo,bridging cultures,coining sparkling witticisms,fomenting social revolution,writing erotic fiction,writing mystery stories,escaping from water tanks,singing pop songs
Homer,Simpson,82670480,DS,reporting for The Daily Planet,organizing armed robberies,solving mysteries,making action movies,buying on credit,stealing hamburgers,piloting the Millenium Falcon,saying grace,solving mysteries,running an empire
Pablo,Neruda,54474816,DS,starring in comedies,teaching magic,playing God,running an empire,inventing electrical marvels,piloting the Millenium Falcon,studying magic,running a hotel,disappointing suitors,fighting with swords
William,Shakespear,14604705,CS,pedalling furiously,playing everyman characters,singing pop songs,defending plaintiffs,developing military strategies,drawing whimsical cartoons,moaning about men,singing Hipbop songs,singing the blues,pouting on camera
Jayne,Mansfield,71290815,DS,foiling the schemes of evil villains,going bowling,looking after children,seeking revenge,preventing crime,pulling pranks,providing comic relief,interpreting evidence,providing comic relief,fighting for the rebel alliance
Diane,Furstenburg,13034821,DS,hunting demons,performing magic tricks,seeking revenge,seducing miltary officers,eluding Republicans,collecting pirate booty,making action movies,spying on girls,rescuing aristocrats,developing new technologies
Stephen,Hawking,36412335,DS,teaching magic,reading minds,making sarcastic remarks,flipping hamburgers,singing parody songs,fighting with swords,looking after children,eluding Republicans,running an empire,starting thunderstorms
Art,Carney,49125225,DS,promoting the Dark Side,making action movies,causing mayhem,collecting bounties on runaways,developing new technologies,piloting the Millenium Falcon,preventing crime,creating monsters,poisoning an apple,appearing in infomercials
Joey,Ramone,90468085,CS,making madcap comedies,plotting strategies,promoting charity,singing pop songs,composing classical music,playing baseball,starring in Hollywood movies,playing tough guys,ranting about liberals,ruling over subjects
Keke,Palmer,35726259,CS,starring in Hollywood movies,playing the violin,singing rock songs,singing rock songs,starring in Hollywood movies,over-acting,directing comedies,painting self-portraits,singing pop songs,painting abstract pictures
David,Lynch,78898976,CS,writing pop songs,running a business empire,hiding from the public,running a crime family,moaning about men,pouting on camera,shouting in Hollywood movies,singing pop songs,giving speeches,abusing power
Garrett,Morris,93075999,CS,winning boxing matches,making madcap comedies,playing drums,fighting with swords,singing pop songs,knocking out opponents,starring in TV shows,pretending to fight,campaigning for the presidency,telling zany jokes
Rozonda,Thomas,82783095,CS,defending plaintiffs,telling zany jokes,developing operating systems,avoiding taxes,singing pop songs,winning boxing matches,directing movies,wielding political power,moaning about men,making dumb comedies
Anjelica,Huston,35985855,CS,pioneering new technologies,reporting the news,ranting about liberals,starring in action movies,pedalling furiously,eating the inedible,composing classical music,getting plastic surgery,pushing anti-trust legislation,playing classical piano
Bo,Diddley,49959271,CS,seducing emperors,pioneering new technologies,ranting about liberals,whining at umpires,writing novels,promoting Eastern philosophy,winning boxing matches,ruling over subjects,running gentleman's clubs,hiding from the public
Stone,Cold,49135987,DS,running a criminal enterprise,seeking revenge,interpreting evidence,hacking into computers,incurring debts,spying on girls,going bowling,rescuing damsels in distress,going on commando missions,studying magic
Gloria,Estefan,39808448,CS,leaking state secrets,playing jazz saxophone,writing historical fiction,drawing whimsical cartoons,selling cosmetics,robbing banks,moaning about men,giving speeches,reading braille,pushing anti-trust legislation
Diane,Furstenburg,41086930,DS,starting thunderstorms,hunting demons,providing comic relief,fighting for the rebel alliance,ranting about conservatives,starring in animated movies,treating diseases,studying icons,studying symbols,chasing flappers
Carl,Yastrzemski,44050179,CS,running a multinational corporation,writing blues songs,hiding from the public,reading braille,playing everyman characters,whining at umpires,talking up the economy,knocking out opponents,playing the organ,singing the blues
Dorothea,Lange,65218630,CS,fighting for democracy,promoting liberalism,playing ice hockey,shopping for shoes,writing rock songs,healing the sick,singing the blues,ruling over subjects,changing privacy settings,playing drums
Merv,Griffin,98072701,CS,getting plastic surgery,currying favour,singing middle-of-the-road songs,making madcap comedies,running a kingdom,running an empire,running a new-age website,ranting about liberals,directing the business of state,running a crime family
Nelson,Riddle,60220464,CS,singing rock songs,causing political scandals,composing classical music,writing romantic poetry,bridging cultures,defending plaintiffs,moaning about men,writing plays,exploring foreign countries,running a kingdom
Isaac,Asimov,70608797,CS,shopping for shoes,pushing anti-trust legislation,promoting air travel,singing the blues,promoting hair products,playing everyman characters,teaching philosophy to future leaders,writing blues songs,delivering forehand slams,writing novels
Patricia,Heaton,73030131,CS,playing the organ,singing rock songs,plotting strategies,campaigning for social causes,promoting racial harmony,starring in Hollywood movies,developing operating systems,writing pop songs,singing middle-of-the-road songs,writing blues songs
Bessie,Smith,51215524,DS,incurring debts,teaching magic,winning heavyweight titles,solving crimes,fighting with swords,playing God,pioneering new technologies,running an empire,forging art,saying grace
Gavin,MacLeod,55390433,DS,belching,eluding Republicans,exploring darkest Africa,plotting against family members,waging a secret war,disappointing suitors,foiling the schemes of evil villains,falling gracefully,fighting for the rebel alliance,playing poker badly
John,Deacon,24026306,DS,swinging on a perch,running a clandestine spy organization,seeking revenge,guarding the galaxy,slashing victims,reading minds,pioneering new technologies,foiling the schemes of evil villains,impersonating women,belching
Roger,Moore,32699996,DS,studying magic tricks,frowning at errant husbands,keeping accounts,spying on girls,seeking revenge,flipping hamburgers,starting thunderstorms,swinging on a perch,teaching magic,smoking Silk Cut cigarettes
Duff,Goldman,38883297,CS,trading in wives,painting colorful pictures,fighting for civil rights,promoting Catholic values,playing the violin,chasing starlets,singing blues songs,fighting for democracy,ranting about liberals,playing baseball
Sean,Penn,19594905,DS,standing up to bullies,making sarcastic remarks,rescuing aristocrats,cooking for friends,chasing flappers,hosting anodyne game shows,studying magic tricks,promoting the Dark Side,promoting liberal values,cooking the books
Bret,Hart,88799481,CS,running a crime family,currying favour,bridging cultures,shouting in Hollywood movies,singing rock songs,playing aggressive chess,promoting boxing fights,teaching philosophy to future leaders,writing mystery stories,playing everyman characters
Joan,Jett,17911460,CS,writing Hollywood movies,singing melancholy songs,pioneering new technologies,popping Viagra,painting colorful pictures,campaigning for social causes,ruling over subjects,playing everyman characters,winning battles,causing political scandals
Craig,Sheffer,39938007,CS,cross-dressing in women's clothes,developing military strategies,playing the organ,running a crime family,singing pop songs,testing scientific theories,enriching uranium,delivering forehand slams,painting colorful pictures,developing operating systems
Andrea,Bocelli,11939086,DS,foiling the schemes of evil villains,fighting with swords,pulling pranks,promoting mysticism,exploring darkest Africa,eluding Republicans,offering bad advice,counting tooth picks,defending the weak,tempting fate
Eva,Gabor,28476424,CS,playing drums,starring in indy movies,writing romantic poetry,promoting boxing fights,writing blues songs,promoting charity,singing pop songs,ranting about liberals,pedalling furiously,singing middle-of-the-road songs
Christopher,Wren,60120619,DS,mangling idioms,interviewing politicians,hosting anodyne game shows,studying icons,collecting bounties on runaways,cooking the books,fighting for the rebel alliance,providing comic relief,winning heavyweight titles,pioneering new technologies
John,Tyler,41825721,DS,cheating at golf,keeping accounts,tempting fate,stealing hamburgers,eluding Republicans,exploring darkest Africa,pursuing criminals,giving noogies,carrying secret plans,swinging on a perch
Jenson,Button,80239872,CS,playing everyman characters,selling cosmetics,starring in madcap comedies,playing drums,singing rock songs,painting abstract pictures,playing the piano,talking up the economy,drawing whimsical cartoons,singing opera arias
Erroll,Garner,69606895,DS,fighting for justice,forging art,cooking for friends,pioneering new technologies,flipping hamburgers,waiting for a hero,starting thunderstorms,tempting fate,studying magic tricks,hunting demons
Flavor,Flav,23524523,CS,singing pop songs,avoiding taxes,fomenting social revolution,starring in Hollywood movies,making dumb comedies,singing the blues,defending plaintiffs,running an empire,bridging cultures,promoting boxing fights
Luis,Bu�uel,95394401,DS,hosting anodyne game shows,fighting with swords,playing poker badly,practicing the Occult,looking for hidden treasures,studying icons,solving mysteries,inventing electrical marvels,going bowling,solving mysteries
Michel,Legrand,33376300,CS,talking up the economy,defending plaintiffs,interviewing politicians,leaking state secrets,starring in action movies,singing pop songs,making madcap comedies,playing tough guys,stabbing in the back,playing everyman characters
Phyllis,Schlafly,80427794,DS,pulling pranks,starting thunderstorms,falling gracefully,playing rock guitar,making action movies,promoting liberal values,running a hotel,causing mayhem,fighting for justice,studying magic tricks
Tim,Reid,32388661,DS,frowning at errant husbands,winning heavyweight titles,falling gracefully,practicing the Occult,fighting in gladiator arenas,causing mayhem,performing magic tricks,rescuing damsels in distress,playing God,making sarcastic remarks
Warren,Oates,78194549,CS,playing baseball,directing comedies,pioneering new technologies,playing aggressive chess,selling cosmetics,whining at umpires,making dumb comedies,writing modern fiction,singing pop songs,throwing fund-raisers for Parkinson's disease
Susan,Dey,98454016,DS,pulling capers,going on commando missions,rescuing aristocrats,reading minds,inventing electrical marvels,forging art,impersonating women,cooking for friends,developing new technologies,pulling pranks
Ice,T,84106461,CS,running gentleman's clubs,writing romantic poetry,writing mystery stories,pushing anti-trust legislation,selling cosmetics,shouting in Hollywood movies,playing ice hockey,promoting liberalism,running a new-age website,hitting home runs
Sterling,Holloway,34950602,CS,directing movies,singing the blues,singing rock songs,running a crime family,talking up the economy,singing pop songs,fomenting social revolution,causing political scandals,making action movies,testing scientific theories
Kareem,Abdul-Jabbar,38625709,CS,running for the presidency,starring in Hollywood movies,starring in Hollywood movies,selling consumer goods,singing Hipbop songs,playing everyman characters,abusing power,reading braille,pulling dirty political tricks,writing about manly pursuits
Ron,Foos,73418113,CS,singing middle-of-the-road songs,getting plastic surgery,writing modern fiction,singing the blues,hunting raccoons,knocking out opponents,developing military strategies,making fantasy movies,running a crime family,running a new-age website
Al,Jarreau,15030016,CS,starring in TV shows,throwing Bunga Bunga parties,singing middle-of-the-road songs,plotting strategies,building giant walls,driving fast cars,reporting the news,playing jazz saxophone,playing everyman characters,starring in indy movies
Sammy,Davis,57564811,CS,reporting the news,writing pop songs,working out,chasing interns,writing modern fiction,opening a new front,pioneering new technologies,interviewing politicians,writing modern fiction,playing jazz saxophone
Celeste,Holm,99801113,DS,promoting capitalism,squabbling on television,solving mysteries,falling gracefully,promoting mysticism,rescuing damsels in distress,performing magic tricks,foiling the schemes of evil villains,frowning at errant husbands,solving mysteries
Judy,Garland,77477746,CS,healing the sick,starring in Hollywood movies,campaigning for the presidency,exploring foreign countries,cross-dressing in women's clothes,currying favour,shopping for shoes,singing Hipbop songs,singing melancholy songs,running a business empire
Judd,Hirsch,46130002,CS,starring in romantic comedies,writing about manly pursuits,seducing emperors,interviewing politicians,singing Hipbop songs,building rocket ships,giving speeches,starring in TV shows,whining at umpires,selling consumer goods
Hannah,Spearritt,27420236,CS,throwing Bunga Bunga parties,interviewing politicians,starring in Hollywood movies,writing rock songs,singing pop songs,playing drums,inventing electrical marvels,starring in pornographic movies,starring in Hollywood movies,shouting in Hollywood movies
David,McCallum,87619799,CS,playing the piano,studying genetics,shouting in Hollywood movies,pretending to fight,promoting racial harmony,writing erotic fiction,starring in Hollywood movies,directing comedies,promoting boxing fights,developing operating systems
Ryan,ONeal,37916592,DS,tempting fate,hunting demons,belching,hosting anodyne game shows,frowning at errant husbands,inventing electrical marvels,looking after children,practicing the Occult,saying grace,collecting bounties on runaways
Count,Basie,96766006,CS,ruling over subjects,trading in wives,singing Hipbop songs,promoting pacifism,developing military strategies,studying genetics,promoting charity,writing rap songs,telling zany jokes,painting abstract pictures
Colette,,26040958,DS,guarding the galaxy,foiling the schemes of evil villains,planning adultery,exploring darkest Africa,causing mayhem,cooking the books,hosting anodyne game shows,solving mysteries,running a clandestine spy organization,promoting mysticism
Bobby,Hatfield,22467745,DS,making sarcastic remarks,rescuing aristocrats,studying magic tricks,running an empire,saying grace,cooking for friends,foiling the schemes of evil villains,spying on girls,making patronising comments,promoting mysticism
James,Van-Der-Beek,64328238,CS,directing Hollywood movies,pioneering new technologies,testing scientific theories,writing pop songs,interviewing politicians,campaigning for social causes,starring in TV shows,talking up the economy,singing opera arias,writing romantic poetry
Jim,Davis,69372895,CS,assassinating presidents,teaching philosophy to future leaders,directing movies,singing pop songs,wielding political power,lecturing about climate change,selling cosmetics,singing pop songs,writing rock songs,starring in romantic comedies
Mark,Callaway,28816457,CS,running theme parks,writing erotic fiction,shouting in Hollywood movies,knocking out opponents,fighting with swords,assassinating presidents,writing novels,studying genetics,singing pop songs,pioneering new technologies
