First Name,Last Name,ID,Stream,Preference 1,Preference 2,Preference 3,Preference 4,Preference 5,Preference 6,Preference 7,Preference 8,Preference 9,Preference 10
Lisa,Edelstein,81083863,CS,starring in Hollywood movies,issuing fatwas,teaching the next generation,painting over photographs,slashing victims,interviewing politicians,reporting the news,pioneering new technologies,performing Web searches,developing cunning plans
Carlo,Ponti,16951431,DS,solving mysteries,smoking during recess,collecting bounties on runaways,running a crime family,hunting demons,playing the saxophone,currying favour,carrying secret plans,investigating alien abductions,foiling the schemes of evil villains
David,Gavurin,42535129,DS,concocting magic potions,writing up case notes,dreaming the day away,studying magic tricks,seeking revenge,undermining authority,fighting the resistance,hunting monsters,fighting in duels,causing mayhem
Red,Buttons,67085623,DS,going senile,starting thunderstorms,collecting pirate booty,climbing social ladders,rooting out spies,striving for world domination,standing up to bullies,repairing shoes,planning adultery,eating donuts
RuPaul,,16199649,CS,launching cultural revolutions,running a religious cult,seducing women,foiling the schemes of evil villains,performing serious acting,divorcing husbands,campaigning for the presidency,promoting conservative values,cooking dinners,fighting for civil rights
Cyrus,McCormick,45135458,CS,building giant walls,promoting conservative values,writing poetry,doing stand-up,starring in romantic comedies,playing basketball,writing modern fiction,cursing at kitchen staff,starring in pornographic movies,developing open-source software
Rex,Reed,68114828,DS,demanding ransoms from the U.N.,smiting frost giants,reading the news,building rocket ships,fighting guerilla wars,swinging on a perch,instigating rebellion,interpreting evidence,striving for world domination,analyzing murder scenes
Patti,LaBelle,91250487,DS,teaching martial arts,tracking down fugitives,promoting science,arranging dinner parties,solving mysteries,promoting the Dark Side,giving to the poor,posing riddles,teaching Defence Against the Dark Arts,hacking into corporate mainframes
Andrew,Webber,52692177,CS,making dumb comedies,playing tough guys,singing Hipbop songs,staring at the moon,making fantasy movies,fighting for democracy,bodybuilding,marrying underage girls,promoting new wars,appeasing belligerent dictators
Austin,Peck,94904487,CS,singing pop songs,writing purple prose,teaching philosophy,smiting Philistines,hosting radio shows,parodying songs,testing new technologies,winning gold medals,signing sports memorabilia,writing poetry
Foxy,Brown,34611139,CS,winning gold medals,podcasting about movies,recording history,lying on the stand,studying economics,painting dark pictures,writing romantic fiction,starring in Hollywood movies,winning swimming competitions,singing pop songs
Erma,Bombeck,14719114,DS,climbing social ladders,giving noogies,providing comic relief,poisoning an apple,striving for world domination,striving for world domination,running a crime family,smoking during recess,selling dodgy goods,chasing virgins
Robert,Niro,19399402,CS,making madcap comedies,running an empire,leaking state secrets,lying on the stand,finding clues,foiling the schemes of evil villains,writing legal fiction,staring at the moon,promoting communism,transcending physical limits
Paul,Reubens,61305528,CS,chasing after women,promoting communism,making maverick choices,composing classical music,starring in comedies,challenging artistic norms,singing country music,slashing victims,ranting about liberals,playing tough guys
Ronald,Colman,68966343,CS,cooking dinners,teaching the next generation,writing modern poetry,writing legal fiction,giving speeches,directing comedies,singing rock songs,running a kingdom,ranting about liberals,developing real estate
Buddy,Holly,41478053,CS,singing pop songs,making bizarre movies,singing rock songs,hosting a late night chat show,playing the piano,promoting world peace,building empires,suing large corporations,promoting Darwinism,podcasting about movies
James,Baldwin,54871752,DS,playing the piano,fighting with swords,teaching Defence Against the Dark Arts,picking pockets,studying science,rooting out moles,executing morally appalling plans,looking for love,playing pranks,pedalling engine-less cars
Michael,Burger,73858156,DS,planning adultery,selling tat,fighting with swords,commanding a spaceship,fighting guerilla wars,ranting about minorities,playing rock music,defending the weak,standing up to bullies,solving mysteries
Calista,Flockhart,60910278,DS,writing TV comedies,fighting in gladiator arenas,promoting hair products,defending the weak,teaching martial arts,undermining authority,spying for the CIA,rooting out spies,defending the weak,chasing a great white whale
Aubrey,Beardsley,37569646,DS,posing riddles,flipping hamburgers,solving mysteries,going senile,swinging from tree to tree,studying magic tricks,fighting for the rebel alliance,interpreting evidence,laughing at God,concocting magic potions
Faye,Dunaway,12906939,DS,meddling in the dark arts,running a criminal empire,promoting science,tracking down fugitives,eluding imperial storm-troopers,flipping hamburgers,interviewing politicians,hacking into corporate mainframes,complaining about everything,finding clues
Nick,Lachey,57877478,CS,winning swimming competitions,transcending physical limits,writing poetry,interviewing politicians,starring in Hollywood movies,promoting circus attractions,writing erotic fiction,fighting for democracy,campaigning for consumer rights,starring in romantic comedies
Elia,Kazan,50858372,DS,mangling idioms,arranging dinner parties,starting thunderstorms,eating dinosaur ribs,practicing the Occult,investigating alien abductions,hiding from the public,finding clues,selling tat,providing comic relief
Eminem,,86743741,DS,pedalling engine-less cars,buying on credit,saying grace,worrying about life,striving for world domination,eating donuts,seducing toy boys,getting a nose job,evading mercenaries,guarding the galaxy
Arthur,Miller,46225764,CS,starring in TV shows,over-acting,writing about social problems,riding a bicycle,writing Russian novels,testing scientific theories,designing clothes,directing robot movies,foiling the schemes of evil villains,starring in sit-coms
Z.Z.,Hill,93124436,CS,fighting with swords,writing science fiction,recording history,promoting pacifism,pioneering new technologies,starring in action movies,writing pop songs,making sick people laugh,playing grungy music,running a large metropolitan city
Richard,Roundtree,70043534,CS,eating the inedible,starring in indy movies,singing torch songs,developing real estate,carving magnificent statues,promoting new technologies,starring in Hollywood movies,writing Russian novels,composing classical music,playing baseball
June,Lockhart,20892071,DS,making condescending remarks,solving mysteries,cooking for friends,running an empire,interviewing politicians,causing mayhem,running a criminal enterprise,worrying about adultery,currying favour,promoting hair products
Millard,Fillmore,96924015,CS,issuing fatwas,writing modern fiction,starring in action movies,campaigning for the presidency,making kitsch,breaking records,teaching philosophy,campaigning for consumer rights,studying economics,promoting conservative values
Homer,Simpson,18763599,DS,wooing potential brides,brewing magican potions,selling tat,performing magic tricks,seducing young women,solving crimes,laughing at God,preparing for war,giving to the poor,analyzing murder scenes
Phil,Ivey,49006354,CS,writing purple prose,over-acting,making dumb comedies,teaching philosophy,starring in Hollywood movies,making bizarre movies,raising cain,issuing fatwas,singing blues songs,spreading revolution
Grace,Kelly,16466760,DS,repairing shoes,preparing for war,selling dodgy goods,reading the news,promoting wickedness,solving crimes,doing the Charleston,going senile,interviewing celebrities,starting thunderstorms
Kent,McCord,61842005,CS,crushing dissent,consolidating an empire,tending the garden,singing torch songs,spreading political gossip,developing real estate,building a search engine,writing compelling dialogue,making kitsch,playing aggressive chess
Koko,Taylor,45715679,DS,spying on girls,undermining authority,tracking down criminals,worrying about life,studying science,defending the weak,hunting monsters,reporting for The Daily Planet,eating donuts,teaching martial arts
Andrea,Bocelli,82235714,CS,defining words,leaking state secrets,shilling for rental car companies,letting one's hair down,making maverick choices,playing basketball,entertaining teenagers,singing pop songs,over-acting,causing political scandals
Michael,Bloomberg,73800649,CS,making new wave movies,womanizing,podcasting about movies,writing political satires,carving magnificent statues,writing folksy fiction,terrorizing citizens,cooking dinners,playing rock music,running a multinational corporation
Bud,Collyer,48619046,DS,brewing magican potions,performing physical therapy,ranting about minorities,eating donuts,frying crabby patties,making sandwiches,phoning home,playing pranks,collecting bounties on runaways,performing magic tricks
G.,Liddy,84146673,CS,writing detective fiction,giving speeches,running a business empire,promoting racial harmony,cursing at kitchen staff,playing rock music,playing basketball,currying favour,writing experimental songs,painting realistic pictures
Marilyn,Monroe,69255084,CS,signing sports memorabilia,promoting feminism,posing for photographs,worrying about health,forming new social connections,singing rock songs,winning swimming competitions,winning gold medals,promoting pacifism,designing clothes
Greg,Norman,52222172,CS,playing rock guitar,singing middle-of-the-road songs,over-acting,running a large metropolitan city,starring in Hollywood movies,making kitsch,doing stand-up,writing folksy fiction,changing privacy settings,ranting about politics
Benny,Hill,89348785,CS,playing baseball,spreading revolution,starring in Hollywood movies,playing the organ,promoting nerd culture,promoting feminism,promoting world peace,performing serious acting,studying economics,writing for pulp magazines
Leonard,Bernstein,64506661,CS,arresting criminals,making insipid musicals,mangling idioms,starring in indy movies,shilling for rental car companies,playing rock music,writing poetry,promoting Catholic values,marrying underage girls,starring in TV shows
Benedict,Arnold,40410055,DS,spying for the CIA,striving for world domination,fighting guerilla wars,posing as a street thug,hiding from the public,eluding the FBI,teaching the next generation,seducing young women,searching for the messiah,creating nightmares
Henry,Morgan,38427119,CS,preaching to presidents,bodybuilding,forming new social connections,singing pop songs,starring in Hollywood movies,starring in Hollywood movies,exploring the new world,fighting with the mob,telling dry jokes,playing the violin
Cameron,Diaz,11948287,CS,writing serialized stories,making unauthorized sex tapes,performing magic tricks,playing jazz saxophone,playing the organ,directing the business of state,composing classical music,launching cultural revolutions,ranting about liberals,developing real estate
Joan,Fontaine,91193771,CS,writing Russian novels,writing legal fiction,smiting Philistines,assassinating presidents,divorcing husbands,building a search engine,cooking dinners,promoting social causes,throwing fund-raisers for Parkinson's disease,writing modern fiction
Scatman,Crothers,49724728,CS,leading an exodus,making fantasy movies,promoting conservative values,working out,promoting world peace,worrying about health,smiting Philistines,starring in action movies,arguing against capitalism,podcasting about movies
Raquel,Welch,54869412,CS,writing pop songs,starring in Hollywood movies,Research Activity,writing folksy fiction,writing purple prose,promoting conservative values,writing pop songs,writing TV comedies,starring in Hollywood movies,pretending to wrestle
John,Cusack,42840596,CS,causing political scandals,drawing whimsical cartoons,arresting criminals,throwing fund-raisers for Parkinson's disease,consolidating an empire,divorcing husbands,singing blues songs,teaching philosophy,writing Russian novels,working out
Fred,MacMurray,85028743,DS,ranting about minorities,buying on credit,hiding from the public,selling tat,fighting in gladiator arenas,teaching the next generation,solving crimes,wielding political power,exploring darkest Africa,doing the Charleston
Bob,Keeshan,11769860,CS,telling dry jokes,starring in indy movies,podcasting about movies,studying genetics,winning Michelin stars,promoting conservative values,scandalizing polite society,campaigning for social causes,singing blues songs,starring in sit-coms
Guy,Pearce,81134390,CS,publishing soft pornography,playing aggressive chess,singing rock songs,writing modern poetry,teaching philosophy,promoting social causes,making sick people laugh,throwing sex parties,starring in comedies,eliminating political rivals
Fernando,Valenzuela,84868337,CS,writing pop songs,reading braille,painting church ceilings,singing Hipbop songs,probing the mind,starring in Hollywood movies,studying mathematics,campaigning for social causes,changing privacy settings,crooning love songs
Jermaine,Jackson,29792036,CS,testing new technologies,holding evasive press conferences,promoting conservative values,singing middle-of-the-road songs,designing clothes,painting realistic pictures,building giant walls,promoting totalitarianism,burning with envy,writing cook books
Dominique,,99960469,DS,rooting out spies,studying science,climbing social ladders,studying magic,pushing the hardline,making documentaries,collecting pirate booty,fighting guerilla wars,making sandwiches,posing as a street thug
Stone,Cold,16749735,DS,running an empire,offering blessings,selling tat,teaching Defence Against the Dark Arts,finding clues,singing bawdy songs,promoting hair products,chasing terrorists,pioneering new technologies,wooing potential brides
Billy,Crystal,21119037,CS,ranting about liberals,riding a bicycle,winning Oscars,going slowly mad,revolutionizing physics,defining words,instigating rebellion,performing magic tricks,teaching philosophy,testing new technologies
Oprah,Winfrey,52398355,CS,challenging artistic norms,chasing after women,starring in sit-coms,winning tennis tournaments,spreading political gossip,selling tickets,collecting rock samples,divorcing husbands,singing torch songs,jumping over buses on motorbikes
Mark,Twain,11925609,CS,slashing victims,chasing old women,writing science fiction,starring in indy movies,making dumb comedies,making threatening phone calls,campaigning for social causes,fighting with the mob,composing classical music,writing poetry
Lorie,,53551010,CS,writing political satires,grilling interviewees,singing middle-of-the-road songs,promoting circus attractions,preaching to presidents,shilling for rental car companies,divorcing husbands,studying economics,campaigning for social causes,playing baseball
Mel,Torme,12052370,DS,carrying secret plans,instigating rebellion,going on romantic quests,reporting for The Daily Planet,fussing about cleanliness,foiling the schemes of evil villains,terrorizing employees,concocting magic potions,pushing shoddy merchandise,hosting radio shows
Wes,Studi,91807099,CS,racing fast cars,starring in indy movies,talking in riddles,defining words,running a large metropolitan city,piquing public interest,pushing haute couture,developing open-source software,having meltdowns in public,exploring the new world
Steve,Jobs,83388264,CS,appeasing belligerent dictators,promoting Catholic values,designing clothes,Research Activity,directing comedies,starring in romantic comedies,ranting about liberals,proving math theorems,cooking fancy food,fighting for civil rights
Madame,Walker,43119412,DS,finding clues,getting a nose job,watching the sun rise,solving riddles,pushing shoddy merchandise,making patronising comments,starring in Hollywood movies,peacocking in fancy clothes,offering blessings,solving crimes
Louisa,Alcott,63095712,CS,winning tennis grand slams,fighting for democracy,shopping for shoes,waxing a surfboard,issuing fatwas,singing country music,drawing whimsical cartoons,starring in action movies,campaigning for social causes,promoting racial harmony
Al,Gore,50785569,DS,buying on credit,finding clues,foiling the schemes of evil villains,fighting in duels,creating nightmares,standing up to bullies,tracking down criminals,laughing at God,pushing shoddy merchandise,posing as a street thug
OJ,Simpson,68735149,DS,collecting pirate booty,studying science,disappointing the family,teaching Defence Against the Dark Arts,practicing the Occult,running a crime family,seeking revenge,running an empire,worrying about adultery,cooking for friends
Holly,Hunter,42249017,CS,promoting racial harmony,writing modern fiction,wielding political power,writing modern poetry,whining at umpires,campaigning for social causes,making madcap comedies,fighting with the mob,cooking fancy food,womanizing
Nicole,Bass,80044012,DS,worrying about adultery,teaching the next generation,nurturing sibling rivalry,running a crime family,chasing a great white whale,getting a nose job,fighting guerilla wars,analyzing intelligence data,interpreting evidence,building an army
Michael,Landon,92949231,CS,doing stand-up,building giant walls,writing detective fiction,making kitsch,promoting feminism,singing pop songs,painting church ceilings,selling tickets,spreading philosophy,running an empire
Jimmy,Buffett,63800492,CS,promoting feminism,starring in romantic comedies,writing political satires,winning tennis grand slams,writing erotic fiction,running a kingdom,performing serious acting,making cars,breaking records,promoting boxing fights
George,Bush,38433558,CS,cooking fancy food,making movies,teaching philosophy,womanizing,issuing fatwas,raising cain,playing rock guitar,spreading political gossip,bridging cultures,singing rock songs
Harry,Morgan,83199926,CS,climbing social ladders,issuing fatwas,starring in war movies,insulting minorities,developing real estate,wielding political power,starring in Hollywood movies,writing romantic fiction,fighting for democracy,extracting confessions
Norman,Jewison,28042099,CS,making kitsch,testing scientific theories,terrorizing citizens,interviewing politicians,singing rock songs,having meltdowns in public,wielding political power,campaigning for the presidency,starring in action movies,womanizing
Marvin,Gaye,93560040,DS,chasing virgins,eluding imperial storm-troopers,spouting movie trivia,solving mysteries,hacking into corporate mainframes,running a software company,running a kingdom,chasing terrorists,recruiting dissidents,striving for world domination
Liz,Phair,95338350,DS,standing up to bullies,hunting demons,analyzing intelligence data,buying on credit,starring in Hollywood movies,tracking down criminals,studying science,promoting wickedness,burning the wicked,selling tat
Fred,Rogers,33248147,DS,tilting at windmills,searching for the messiah,hacking into corporate mainframes,duelling acrobatically,creating nightmares,preparing for war,performing physical therapy,promoting conservative values,investigating alien abductions,foiling the schemes of evil villains
Alan,Shepard,47599035,CS,promoting conservative values,having meltdowns in public,starring in Hollywood movies,puncturing artistic sensibilities,making mediocre movies,winning heavyweight titles,singing blues songs,creating an axis of evil,making unauthorized sex tapes,starring in romantic comedies
Glenn,Frey,59267150,DS,climbing social ladders,running an empire,hunting demons,fighting the resistance,investigating alien abductions,cooking for friends,defending the Earth,playing rock music,chasing a great white whale,prowling for dinner
Chet,Huntley,37727951,DS,evading mercenaries,concocting magic potions,seeking revenge,tracking down criminals,performing magic tricks,seducing toy boys,making patronising comments,running a criminal enterprise,foiling the schemes of evil villains,smoking during recess
Rod,Steiger,89074321,DS,preparing for war,pushing the hardline,giving to the poor,rooting out spies,prowling for dinner,singing on TV shows,solving riddles,fishing for shrimps,currying favour,finding clues
Ben,Blue,62752509,CS,testing scientific theories,writing experimental songs,preaching to presidents,ruling over subjects,promoting Catholic values,singing middle-of-the-road songs,insulting minorities,starring in comedies,running a multinational corporation,building empires
Will,Rogers,22305321,CS,writing romantic fiction,starring in sit-coms,making mediocre movies,pushing haute couture,writing purple prose,starring in comedies,coining sparkling witticisms,building empires,writing detective fiction,fighting with swords
Anne,Murray,83576991,DS,flipping hamburgers,handing out flowers,fighting the resistance,providing comic relief,promoting hair products,ranting about minorities,phoning home,climbing social ladders,searching for the messiah,finding clues
David,Silveria,13520401,DS,building an army,trimming bushes,playing rock music,foiling the schemes of evil villains,testing new technologies,running a crime family,preparing for war,selling tat,complaining about everything,solving crimes
Les,Brown,78734443,DS,playing rock music,brewing magican potions,rooting out spies,starting thunderstorms,building an army,collecting pirate booty,running a criminal empire,handing out flowers,practicing good skin care,hunting demons
Raoul,Wallenberg,66352902,CS,starring in romantic comedies,developing cunning plans,parodying songs,promoting socialism,wielding political power,pushing haute couture,running an empire,running a dictatorship,arguing against capitalism,leaking state secrets
Melvin,Peebles,87658698,CS,proving math theorems,Research Activity,writing pop songs,writing modern fiction,performing household chores,eating exotic foods,over-acting,racing fast cars,making new wave movies,starring in Hollywood movies
Sandy,Koufax,68714450,CS,working out,starring in indy movies,writing Russian novels,probing the mind,performing Web searches,running a multinational corporation,issuing fatwas,womanizing,ranting about liberals,running an empire
Warren,Moon,69321234,DS,hosting radio shows,swinging from tree to tree,tracking down criminals,commanding a spaceship,running an empire,making sandwiches,reporting for The Daily Planet,demanding ransoms from the U.N.,communicating with animals,solving crimes
Burl,Ives,44701993,CS,writing legal fiction,singing to teenagers,managing hedge funds,cross-dressing in women's clothes,writing political satires,singing torch songs,starring in Hollywood movies,starring in Hollywood movies,starring in indy movies,singing torch songs
Andrew,Greeley,16375672,CS,hosting radio shows,seducing kings,playing grungy music,suing large corporations,challenging artistic norms,talking in riddles,starring in Hollywood movies,whining at umpires,ranting about liberals,slashing victims
Che,Guevara,83734149,CS,making bizarre movies,seducing kings,leading armies into battle,writing modern fiction,bodybuilding,singing torch songs,painting church ceilings,interviewing politicians,singing pop songs,running a bureaucracy
Strom,Thurmond,47604876,DS,hiding from the public,duelling acrobatically,eluding the FBI,retiring replicants,tracking down criminals,running a software company,reporting for The Daily Planet,reporting for The Daily Planet,practicing good skin care,promoting hair products
Roger,Bannister,24824174,DS,preparing for war,providing comic relief,burning the wicked,pioneering new technologies,rooting out moles,devising evil schemes,climbing social ladders,disappointing the family,doing the Charleston,analyzing intelligence data
Walter,Mondale,47910554,DS,striving for world domination,causing mayhem,finding clues,providing comic relief,fighting for justice,fighting with swords,ranting about minorities,studying science,writing up case notes,starting thunderstorms
Daryl,Strawberry,73006624,CS,writing TV comedies,shilling for rental car companies,reading braille,promoting conservative values,promoting Darwinism,running an empire,challenging artistic norms,promoting circus attractions,ruling over subjects,making Italian movies
Maria,Callas,41657488,DS,selling tat,rooting out spies,tracking down criminals,collecting pirate booty,nurturing sibling rivalry,hacking into corporate mainframes,hunting monsters,running a software company,performing magic tricks,striving for world domination
Richard,Leakey,15970187,CS,interviewing politicians,starring in action movies,writing experimental songs,causing political scandals,promoting communism,promoting socialism,teaching philosophy,peacocking in fancy clothes,spreading revolution,struggling with modern times
Roscoe,Arbuckle,53898322,DS,devising evil schemes,communicating with animals,standing up to bullies,defending the weak,giving to the poor,writing up case notes,rooting out moles,running a kingdom,spouting movie trivia,studying science
Charles,Luciano,48121622,CS,singing rock songs,appeasing belligerent dictators,mangling idioms,living amongst apes,playing the saxophone,studying mathematics,assassinating presidents,causing political scandals,managing hedge funds,bodybuilding
Albert,Einstein,29269037,CS,fighting with the mob,treating the sick with jokes,playing rock music,studying mathematics,racing fast cars,singing pop songs,arresting bootleggers,running an empire,going slowly mad,arguing against capitalism
Barry,Bonds,33935435,DS,striving for world domination,phoning home,swinging from tree to tree,running a criminal enterprise,seeking revenge,practicing the Occult,interviewing celebrities,hosting radio shows,hacking into corporate mainframes,reporting for The Daily Planet
Curt,Gowdy,43958225,DS,searching for the messiah,running a criminal empire,falling gracefully,performing magic tricks,selling dodgy goods,complaining about everything,testing new technologies,starring in Hollywood movies,hunting demons,mangling idioms
Tommy,Chong,65652771,DS,doing the Charleston,instigating rebellion,solving mysteries,hiding from the public,meddling in the dark arts,solving riddles,fighting guerilla wars,writing TV comedies,tracking down criminals,sucking blood
Dan,Rowan,91821399,DS,defending the Earth,prowling for dinner,solving crimes,evading mercenaries,chasing a great white whale,practicing the Occult,currying favour,saying grace,writing TV comedies,writing up case notes
Che,Guevara,16481470,DS,practicing the Occult,appearing in infomercials,starting thunderstorms,mangling idioms,getting a nose job,executing morally appalling plans,hiding from the public,worrying about life,over-achieving at school,doing the Charleston
Allen,Ginsberg,73787595,DS,instigating rebellion,getting a nose job,telling tall tales,running an empire,chasing virgins,investigating alien abductions,running a criminal enterprise,extracting confessions,solving crimes,cooking chrystal meth
Max,Weinberg,46987089,CS,wielding political power,mangling idioms,fighting for democracy,shopping for shoes,writing pop songs,bodybuilding,writing poetry,extracting confessions,starring in Hollywood movies,promoting world peace
Ozzy,Osbourne,84646564,CS,ranting about liberals,licking frogs,test-driving cars,writing modern fiction,running a large metropolitan city,writing modern fiction,mangling idioms,writing detective fiction,making bizarre movies,starring in Hollywood movies
Rumer,Willis,79918860,DS,commanding a spaceship,providing comic relief,terrorizing employees,running a multinational corporation,smoking during recess,practicing the Occult,solving mysteries,standing up to bullies,studying science,fighting in gladiator arenas
Connie,Stevens,77856621,DS,running a software company,devising evil schemes,flipping hamburgers,practicing good skin care,pinching pennies,fighting in duels,wooing potential brides,interviewing politicians,extracting confessions,collecting pirate booty
Giorgio,Armani,55033044,CS,probing the mind,playing baseball,starring in Hollywood movies,making unauthorized sex tapes,managing large development projects,performing magic tricks,winning tennis tournaments,promoting boxing fights,composing classical music,womanizing
Hedda,Hopper,89271632,CS,singing pop songs,scandalizing polite society,singing blues songs,starring in Hollywood movies,drawing whimsical cartoons,making unauthorized sex tapes,starring in action movies,teaching the next generation,writing erotic fiction,starring in romantic comedies
Chuck,Mangione,31573603,DS,fighting in duels,evading mercenaries,buying on credit,running a criminal empire,starring in action movies,teaching martial arts,tracking down criminals,investigating alien abductions,striving for world domination,running an empire
Hoagy,Carmichael,90382498,CS,parodying songs,studying economics,singing blues songs,campaigning for social causes,starring in Hollywood movies,over-acting,making dumb comedies,singing middle-of-the-road songs,playing the organ,issuing fatwas
Sidney,Lumet,18858303,CS,pushing haute couture,hosting a late night chat show,writing for pulp magazines,promoting feminism,winning swimming competitions,writing poetry,running an empire,promoting conservative values,promoting pacifism,cooking dinners
Johannes,Gutenberg,17295464,DS,performing magic tricks,organizing armed robberies,over-achieving at school,interviewing politicians,solving mysteries,analyzing murder scenes,exploring darkest Africa,running an empire,finding clues,rooting out spies
Scottie,Pippen,47684942,DS,eating donuts,writing up case notes,seeking revenge,going senile,fighting the resistance,selling tat,retiring replicants,manipulating political pawns,solving mysteries,playing pranks
Noel,Stookey,89664128,CS,performing household chores,writing erotic fiction,promoting evolutionary theory,writing detective fiction,writing pop songs,winning tennis tournaments,playing aggressive chess,writing pop songs,having meltdowns in public,cooking dinners
Wilford,Brimley,72864737,DS,handing out flowers,swinging on a perch,writing up case notes,sucking blood,writing TV comedies,collecting pirate booty,exploring darkest Africa,foiling the schemes of evil villains,running a criminal enterprise,preaching tolerance
Lou,,67286293,CS,building a search engine,writing experimental songs,waxing a surfboard,promoting conservative values,chasing after women,writing political satires,entertaining teenagers,performing magic tricks,writing pop songs,womanizing
Lauren,Hutton,64767129,DS,dreaming the day away,pedalling engine-less cars,striving for world domination,eating power pellets,performing magic tricks,climbing social ladders,solving mysteries,frowning at errant husbands,running an empire,finding clues
Brad,Pitt,39334224,CS,singing rock songs,designing clothes,writing pop songs,running a kingdom,pioneering new technologies,promoting conservative values,studying science,eating exotic foods,building empires,eating the inedible
Iggy,Pop,36064121,CS,starring in action movies,starring in Hollywood movies,singing torch songs,playing jazz saxophone,writing pop songs,running an empire,writing modern fiction,singing pop songs,womanizing,making threatening phone calls
Gwen,Verdon,91967134,CS,starring in comedies,winning tennis tournaments,writing pop songs,eluding the FBI,planning orgies,bodybuilding,doing stand-up,fighting for democracy,womanizing,writing detective fiction
Leslie,Lawson,82714924,CS,singing pop songs,spreading revolution,spreading philosophy,running a kingdom,writing pop songs,arresting bootleggers,performing Web searches,singing middle-of-the-road songs,pushing haute couture,starring in Hollywood movies
Beatrice,Arthur,84118062,DS,testing new technologies,pioneering new technologies,interviewing politicians,practicing good skin care,instigating rebellion,solving mysteries,running a crime family,pinching pennies,climbing social ladders,fighting for justice
Big,Bird,82306430,CS,campaigning for the presidency,throwing fund-raisers for Parkinson's disease,coining sparkling witticisms,changing privacy settings,making dumb comedies,piquing public interest,playing classical piano,conducting illicit affairs,working out,pretending to wrestle
Curt,Gowdy,67472564,DS,saying grace,seducing toy boys,teaching Defence Against the Dark Arts,teaching the next generation,studying science,rooting out moles,arranging dinner parties,studying science,running a kingdom,smiting frost giants
Samuel,Morse,87853582,CS,composing classical music,lying on the stand,writing purple prose,making witty remarks,managing hedge funds,arresting bootleggers,winning tennis tournaments,making kitsch,winning tennis grand slams,seducing women
Samuel,Morse,62664412,CS,starring in romantic comedies,campaigning for social causes,starring in Hollywood movies,singing pop songs,singing rock songs,Research Activity,collecting rock samples,performing magic tricks,cooking dinners,singing pop songs
Marilyn,Quayle,37850285,CS,writing rap songs,promoting nerd culture,throwing sex parties,bugging political rivals,promoting monetarism,shilling for rental car companies,making propagandistic movies,bridging cultures,promoting feminism,coining epigrams
Jon,Voight,46535943,DS,foiling the schemes of evil villains,making sandwiches,causing mayhem,smiting frost giants,interviewing politicians,running a crime family,striving for world domination,seducing toy boys,eating power pellets,fighting in gladiator arenas
Jim,Henson,64531641,DS,undermining authority,foiling the schemes of evil villains,disappointing the family,starring in action movies,fighting for justice,retiring replicants,instigating rebellion,solving mysteries,worrying about life,teaching martial arts
Eileen,Brennan,24917097,CS,doing stand-up,cooking dinners,organizing mass suicides,painting over photographs,writing pop songs,entertaining teenagers,spreading political gossip,challenging artistic norms,performing serious acting,promoting Darwinism
Mia,Hamm,64610294,CS,writing poetry,transcending physical limits,running a multinational corporation,writing erotic fiction,parodying songs,telling politicians what to do,cooking dinners,singing blues songs,having meltdowns in public,planning orgies
Henny,Youngman,88954014,CS,studying mathematics,extracting confessions,avoiding eye contact,teaching philosophy,singing country music,singing pop songs,promoting Catholic values,running a kingdom,writing modern fiction,singing middle-of-the-road songs
George,Reeves,81152356,CS,promoting totalitarianism,writing serialized stories,starring in comedies,promoting conservative values,making bizarre movies,starring in Hollywood movies,drawing political cartoons,telling dry jokes,composing classical music,running film festivals
Brooke,Langton,88879492,CS,singing pop songs,leading an exodus,promoting monetarism,making political gaffes,running film festivals,signing sports memorabilia,cursing at kitchen staff,cooking dinners,writing modern poetry,pioneering new technologies
Edgar,Degas,75215350,DS,promoting science,climbing social ladders,pedalling engine-less cars,building rocket ships,tracking down fugitives,spouting movie trivia,phoning home,playing the saxophone,instigating rebellion,finding clues
Anthony,Glise,41115873,DS,seeking revenge,flipping hamburgers,foiling the schemes of evil villains,buying on credit,seeking revenge,making action movies,promoting hair products,singing bawdy songs,giving noogies,running a crime family
Robert,Morley,28297522,CS,hosting a late night chat show,winning Oscars,running a kingdom,singing blues songs,starring in Hollywood movies,running an empire,playing the organ,doing stand-up,making cars,writing pop songs
Peter,Sellers,38351549,DS,disappointing the family,solving riddles,selling tat,practicing good skin care,solving mysteries,solving mysteries,prowling for dinner,communicating with animals,frowning at errant husbands,concocting magic potions
Herb,Alpert,70878823,DS,retiring replicants,pioneering new technologies,executing morally appalling plans,performing magic tricks,testing new technologies,fighting for justice,smiting frost giants,singing goofy songs,communicating with animals,tracking down criminals
Ava,Gardner,68010353,CS,chasing old women,singing pop songs,starring in sit-coms,going slowly mad,selling consumer goods,starring in Hollywood movies,making mediocre movies,raising cain,singing pop songs,starring in Hollywood movies
Richard,Petty,28732648,CS,slapping soldiers,manipulating political pawns,designing clothes,running a kingdom,studying genetics,promoting world peace,throwing sex parties,collecting rock samples,starring in Hollywood movies,sucking roots
Victor,Hugo,33118364,CS,drawing whimsical cartoons,starring in Hollywood movies,giving speeches,singing pop songs,writing modern fiction,making suspense movies,struggling with modern times,collecting rock samples,singing Hipbop songs,promoting Catholic values
